ResultID,LocalDateTime,Discharge
400,2004-01-01 00:00:00,
401,2004-02-01 00:00:00,
402,2004-03-01 00:00:00,
403,2004-04-01 00:00:00,
404,2004-05-01 00:00:00,
405,2004-06-01 00:00:00,
406,2004-07-01 00:00:00,
407,2004-08-01 00:00:00,
408,2004-09-01 00:00:00,
409,2004-10-01 00:00:00,
410,2004-11-01 00:00:00,
411,2004-12-01 00:00:00,
412,2005-01-01 00:00:00,
413,2005-02-01 00:00:00,
414,2005-03-01 00:00:00,
415,2005-04-01 00:00:00,
416,2005-05-01 00:00:00,
417,2005-06-01 00:00:00,
418,2005-07-01 00:00:00,
419,2005-08-01 00:00:00,
420,2005-09-01 00:00:00,
421,2005-10-01 00:00:00,
422,2005-11-01 00:00:00,
423,2005-12-01 00:00:00,
424,2006-01-01 00:00:00,
425,2006-02-01 00:00:00,
426,2006-03-01 00:00:00,
427,2006-04-01 00:00:00,
428,2006-05-01 00:00:00,
429,2006-06-01 00:00:00,
430,2006-07-01 00:00:00,
431,2006-08-01 00:00:00,
432,2006-09-01 00:00:00,
433,2006-10-01 00:00:00,
